title,description,cuisine,ingredients,servings,cook_time,steps
Vegetable and Pineapple Curry(Navratan Korma), Mixed vegetables (sabzi) cooked with pineapples and cottage cheese in a onion-cashew gravy. An exotic sweet and tangy preparation.,Vegetarian,"cups chopped mixed vegetables (carrot, green beans, cauliflower, potato) , 1 cups shelled green peas , 2 cups milk , salt and sugar to taste , 3 tablespoons ghee (clarified butter) / butter / oil , 1 teaspoons cumin seeds , 2 bay leaves , 1cinnamon stick , 4 cloves , 2 green cardamoms , 4 tablespoons cashew nuts ground to a paste , 1 cups pineapple cubes , 1 cups cottage cheese cubes , 2 tablespoons fresh cream , 1 cups chopped fresh coriander ",4,23,[' Place the vegetables in a heavy-bottomed pan and pour half the milk over them. Mix in some salt and sugar to taste. Bring to boil. Cover and cook on medium level for about 1 5 minutes or till the vegetables are soft and cooked. Heat the ghee / butter / oil in a pan. Toss in the cumin seeds and let them crackle. Add the bay leaves cinnamon cloves and cardamoms. Fry briefly till they are aromatic. Add the ground paste and fry on medium level whilst stirring for about 4 minutes or till the fat leaves the sides of the pan. Mix in the cashew paste and saute briefly. Add the remaining milk and the cooked vegetables along with the pineapple cubes. Mix well and bring to a boil. Mix in half the coriander leaves and the cottage cheese cubes gently. Add salt and sugar if required and simmer for about 4 minutes. Put off the flame and stir in the fresh cream. Garnish with the remaining finely chopped coriander leaves. ']
Spinach with Cottage Cheese(Palak Paneer)," Fresh spinach leaves blanched, pureed and then cooked with spices, deep fried cottage cheese cubes and cream. ",Vegetarian,"600 grams (about 24 oz.) tender spinach washed , 2 green chillies chopped , 2 cups cottage cheese cubes , 2 tablespoons ghee (clarified butter) / butter / oil , 1 teaspoons cumin seeds , 1 tablespoons finely chopped garlic , 1 tablespoons finely chopped ginger , salt to taste , 1 tablespoons lemon juice , 2 tablespoons cream, finely chopped fresh coriander to garnish ",4,7,[' Blanch the spinach in lots of boiling salted water for about 3 minutes. Refresh in chilled water. Squeeze out excess water gently and blend to a fine paste with the green chillies. Deep fry the cottage cheese cubes in moderately hot oil till light golden in color. Drain on absorbent paper. Heat the clarified butter / oil in a heavy-based pan. Add the cumin seeds and let them crackle. Add the garlic and ginger. Fry briefly till the raw smell goes away. Add the chopped spinach puree salt and mix well. Add water if required to get a gravy of desired consistency and bring to a boil. Add the deep fried cottage cheese cubes and stir to mix gently. Mix in the lemon juice. Simmer for about 4 minutes. Put off the heat and mix in the cream. Garnish with chopped fresh coriander. ']
Quick Potato Curry,"Potatoes cooked with tomatoes and dry spices. A one-step cooking, easy and tasty recipe. ",Vegetarian,"2 tablespoons oil , 1 teaspoons cumin seeds , 4 medium potatoes peeled and cubed small , ½ teaspoons turmeric powder , 1 teaspoons red chilli powder , 1 teaspoons coriander powder , ½ teaspoons hot spice mix (garam masala) , 1 teaspoons tamarind paste or raw mango powder (amchoor) , 2 tomato(es) chopped , 1 cups water , salt to taste ",4,5,
Sweet and Sour Pumpkin,This one is for pumpkin lovers! A sweet and sour way of enjoying pumpkins.,Vegetarian,"2 tablespoons oil , ½ teaspoons cumin seeds , 2 teaspoons fennel seeds (saunf) , 4 dry red chillies broken, deseeded , 500 grams pumpkin diced , 2 tablespoons sugar , 2 teaspoons lemon juice , salt to taste ",4,5,
Split Red Gram Dal(Gujarati Tuvar Dal),Split red gram (also called Tuvar Dal in India) is cooked this way in Gujarat for health and nutrition.,Gujarati,"1 cups split red gram (tuvar dal) , 1 tomato(es) chopped finely , 2 tablespoons oil , 1 teaspoons each of mustard and cumin seeds , 1 tablespoons finely chopped ginger , 2 green chilli(es) slit , 4 cups water , 4 curry leaves , ½ teaspoons each of asafoetida and turmeric powder a squeeze of lemon, jaggery and , salt to taste ",4,32,[' Soak the split red gram in water for about an hour. Add turmeric powder salt and a drop of oil to the gram along with the water in which it was soaked. Now heat on medium level till it comes to a boil and then on low level for about 20 minutes or till the gram is fully cooked. Heat oil in a pan till it is hot and drop in the mustard seeds followed by the cumin seeds and then asafoetida. Fry on medium level for about 2 minutes till the seeds splutter. Add this to the cooked red gram and let it come to a simmer. Add the rest of the ingredients and simmer for about 10 minutes. ']
Spinach Dal(Palak Dal),Spinach (also called Palak in India) cooked like this with split green gram (also called Moong Dal in India) is iron-rich and healthy.,Vegetarian,"1 cups split green gram (moong dal) , 1 bunch(es) spinach chopped , 1 medium tomato(es) chopped , 1 medium onions chopped , 1 teaspoons cumin seeds , ½ teaspoons turmeric powder ",4,11,[' Soak the split green gram in water for about an hour. Grind the garlic green chilli(es) ginger and onions to a fine paste. Add the turmeric and red chilli powders to the paste and mix. Heat the butter /ghee (clarified butter) in a pan and fry the cumin seeds till they splutter. Add the paste and fry till fat leaves the sides. Now add tomato(es) and salt. Fry / cook on medium level for about 3 minutes. Add the soaked gram and double the water. Cover and boil on medium / low level for about 5 minutes or till the gram is tender. Add the chopped spinach and simmer for about 3 minutes or till the spinach is cooked. Garnish with finely chopped fresh coriander leaves. ']
Sweet and Sour Dal(Aamti),Split red gram cooked the Maharashtrian way gives this dal a sweet and sour taste.,Maharashtrian,"1 cups split red gram (tuvar dal) , 4 cups water , ½ teaspoons turmeric powder , 1 teaspoons red chilli powder , 1 teaspoons tamarind paste , 1 tablespoons jaggery , 1 teaspoons ghee (clarified butter) ",4,17,[' Heat the water in a heavy bottomed vessel and drop the split red gram into it. Bring it to a boil. As it boils add the tamarind paste jaggery red chilli powder turmeric powder and salt. Cook on medium / low heat for 1 2 minutes or till the gram is soft but not mashed. Keep aside. Heat the ghee (clarified butter) in a pan till very hot . Add the mustard seeds and let them splutter. Now add the cumin seeds and the asafoetida. Fry on medium heat for 1 minutes or till the cumin seeds are a shade darker. Add this to the cooked gram mixture. Add the chopped coriander leaves green chillies and ginger. Cook covered on medium / low heat for 4 minutes. Garnish with the garam masala and keep covered for some time before serving. ']
Split Bengal Gram Dal(Chola Dal),"True to its name, Bengal Gram is here cooked the authentic Bengali way.",Bengali,"1 cups split Bengal gram (chola dal) , 3 cups water , ½ teaspoons each of turmeric powder and sugar , 3 red chillies broken , 3 cloves ½ stick cinnamon , 1 green cardamoms powdered ",4,22,[' Soak the split Bengal gram in the water for a few minutes. Place the soaked split gram with the water (do not drain) in a heavy-bottomed vessel on high heat along with the cloves cinnamon cardamom powder turmeric sugar and salt. Let it come to a boil. Reduce the heat cover and cook on low heat for 1 5 minutes or till the gram is soft but the grains are yet separate. Keep aside. For the tempering heat the oil in a pan till very hot . Add the cumin seeds and let them splutter. Now add the red chilli bits chopped green chilli(es) and ginger. Fry on low heat for 2 minutes. Add the tempering to the cooked gram and mix well. Cook covered on low heat for 5 minutes. Mix in the fresh grated coconut just before serving. ']
Creamy Black Gram Dal(Kali Dal Makhni),Whole black gram cooked to perfection to give this  rich and creamy speciality of Punjab.,Punjabi,"1 cups whole black gram (sabat udad / kali dal) soaked overnight , 2 tablespoons red kidney beans (rajma) soaked overnight along with the black gram , 6 cups water , ½ teaspoons each of turmeric powder, red chilli powder and asafoetida , 6 flakes garlic chopped , 2 piece ginger chopped , 2 medium onions chopped ",4,55,[ Wash the soaked gram and kidney beans and discard the water in which they were soaked. Put them into a pressure cooker along with the water turmeric powder red chilli powder salt and half the quantity of the following items: chopped onions garlic ginger and whole red chilli(es). Close the cooker and bring to maximum pressure on high heat. Now reduce the heat. Cook on low heat for 2 5 minutes or till the gram is slightly mashed and well blended. Open the cooker only after all the steam has escaped. Add the yoghurt cream and half the quantity of chopped green chilli(es). Cover and keep on low heat for 1 5 minutes. For the tempering heat the butter / ghee (clarified butter) in a pan till very hot. Add the cumin seeds and let them splutter. Now add the asafoetida the remaining chopped onions green and red chilli(es) garlic ginger and fry till the onions are slightly browned. Add the chopped tomato(es) and fry again till the fat separates from the sides of the pan. Add this to the cooked gram mixture and mix well. Cover and simmer on very low heat for 1 5 minutes. NOTE: Traditionally in Punjab this recipe is cooked all through on a slow fire in a heavy bottomed vessel called a 'dekchi' for many hours till the desired consistency is reached. In this recipe the 'dekchi' has been replaced by a pressure cooker to speed up the cooking process. ]
Tangy Split Red Gram Broth(Rasam),"A daily need in most homes in Karnataka, it is a piquant and wholesome accompaniment to plain boiled rice.",Vegetarian,"1 cups split red gram (tuvar dal) , 2 teaspoons lemon juice , 6 cups water , ½ teaspoons each of turmeric powder and asafoetida , 6 peppercorns , 2 green chilli(es) slit , 2 red chilli(es) ",4,16,[' Wash and soak the split red gram in the water for some time. Roast the red chilli(es) coriander seeds asafoetida peppercorns and half of the cumin seeds. Cool and grind to a fine powder (Rasam powder). Bring to boil the split red gram along with the water in which it was soaked and the turmeric powder. Now reduce the heat. Cover and cook on low heat for 8 minutes till the gram is half-cooked. Now add the slit green chilli(es) chopped tomato(es) chopped coriander leaves lemon juice Rasam powder and salt. Cover and keep on low heat for 6 minutes till the gram is completely cooked. For the tempering heat the ghee (clarified butter) / butter in a pan till very hot. Drop in the mustard seeds and let them crackle. Now add the rest of the cumin seeds and fry on low heat for 2 minutes or till the seeds are a shade darker. Add the curry leaves and pour this tempering on the cooked gram mixture. Cover and keep for a while before serving. NOTE: The Rasam powder can be prepared and stored in a bottle days in advance. It can be prepared in higher quantities and used as and when required. ']
Ghee Rice," Flavored rice (called Basmati rice in India) cooked in dollops of ghee / butter with lots of onions resulting in a very flavorful and rich dish. It's so easy, quick and yummy. ",Vegetarian,"2 cups Basmati rice , 4 cups warm water , 1 cinnamon stick broken , 2 each of bay leaves and cloves , 1 teaspoons black peppercorns , 6 medium sized onions finely sliced , 4 tablespoons clarified butter (ghee) / butter , salt to taste ",4,15,[' Heat the clarified butter (ghee) / butter in a heavy-bottomed pan till hot. Add the whole spices and fry for a few seconds. Add the onion slices and saute for a few seconds on high level. Lower the heat and saute on medium / low level till the onions are transparent and soft. Add the rice and saute for a few seconds. Pour in the warm water and add the salt. Bring to a boil cover and cook on a low level for about 1 5 minutes or till the rice is done and all the water has evaporated. Separate the grains of rice with a fork. ']
Cumin Rice(Jeera Chawal),Cumin seeds (called Jeera in India) provide a quick and simple way of making rice (or Chawal) aromatic.,Vegetarian,"2 cups uncooked long grain rice (called Basmati rice in India) , 2 teaspoons cumin seeds , 1 tablespoons butter or ghee (clarified butter) , 4 cups water , salt and a dash of lime juice to taste ",Cooking,19,[' Heat butter / ghee (clarified butter) on medium level in a large heavy-bottomed vessel for about 2 minutes. Add the cumin seeds and fry for 2 minutes till the seeds splutter. Add the rice lime juice water and salt. Mix well. Bring to boil on high heat. Reduce heat and cook covered on low level for 1 5 minutes till all water evaporates. ']
Green Peas Rice(Matar Pulav), Green peas (called Matar in India)are a good way to add color and taste to white rice.,Vegetarian,"2 cups uncooked long grain rice (called Basmati rice in India) , 2 cups shelled green peas , 4 medium onions chopped , 2 green chilli(es) slit , 1 piece ginger grated , 2 cinnamon stick , 4 tablespoons butter or ghee (clarified butter) , 4½ cups water , salt to taste ",4,21,[' Heat butter / ghee (clarified butter) on medium level in a large heavy-bottomed vessel for about 2 minutes. Add green chilli(es) ginger and cinnamon. Fry for a few seconds. Now add onions and fry on medium heat for 4 minutes till the onions are transparent (not brown). Add the rice green peas water and salt. Mix well. Bring to boil on high heat. Reduce heat and cook covered on low level for 1 5 minutes or till all water evaporates. ']
Coconut Rice(Nariyal Chawal), An exciting combination of coconut and plain white rice (called Nariyal and Chawal respectively in India).,Vegetarian,"4 teacups cooked long grain rice (called Basmati rice in India) , 2 teacups grated coconut , 1 teaspoons mustard seeds , 2 teaspoons each of split black gram and split bengal gram , ½ teaspoons asafoetida , 4 green chilli(es) chopped , 2 red chilli(es) broken into bits , 4 tablespoons butter or ghee (clarified butter)  a few curry leaves and , salt to taste, a handful of fried cashewnuts to garnish. ",4,8,[' Heat butter / ghee (clarified butter) on medium level in a large heavy-bottomed vessel for about 2 minutes. Add the mustard seeds and fry till they splutter. Now add the grams red chilli bits asafoetida and fry for a few seconds till the grams turn light brown. Add the chopped green chilli(es) curry leaves and the grated coconut. Saute on medium / low heat for about 4 minutes till the coconut is light brown in color. Add the rice and salt to the coconut mixture and mix well. Keep on low heat for 2 minutes or till the rice is flavored with the coconut mixture. Garnish with fried cashewnut bits. ']
Hot and Sour Rice(Bisi Bele Huli Anna)," Plain white rice (called Anna in Karnataka) cooked with lentils, spices and tamarind (Huli) juice is a delicious meal by itself.",Karnataka,"1½ cups uncooked rice , 1½ cups split red gram (tuvar dal) , 6 cups water , 2 cups of mixed vegetables chopped (potatoes, brinjals and beans) , 1 lemon size balls of tamarind or , 2 teaspoons tamarind paste , 1 cups hot water to soak the tamarind , 1 tablespoons oil , 1 teaspoons mustard seeds , 6 tablespoons ghee (clarified butter) , salt to taste a handful of fried cashewnuts to garnish. ",Cooking,0 Min,[' Roast the nine ingredients of the spice mix in a little oil. Cool and then dry grind. Keep aside. Soak the tamarind ball in the hot water and extract the juice. Keep aside. Boil the water in a heavy-bottomed pan add the split red gram (tuvar dal) to it and cook till it is half-done. Now add the rice the spice mix powder tamarind juice / tamarind paste chopped mixed vegetables and salt. Keep on low heat for about 10 minutes. Heat the oil in a pan on medium / low heat for about 2 minutes. Add the mustard seeds and let them splutter. Pour this over the rice mixture. Add the ghee (clarified butter) to this mixture. Allow to simmer on a low flame stirring continuously for 1 5 minutes till the rice is fully cooked and all the ghee (clarified butter) is used up. Garnish with fried cashewnuts just before serving. ']
Subtly Tempered Rice(Nucchi),"A tempering of mustard seeds, split black gram and fenugreek seeds provides a subtle flavor to rice.",Konkani,"2 cups uncooked long grain rice (called Basmati rice in India) , 2 teaspoons each of mustard and fenugreek (methi) seeds , 1 tablespoons split black gram (udad dal) , 4 tablespoons ghee (clarified butter) , 4 cups water , 2 tablespoons grated fresh coconut or desiccated coconut shavings , salt and sugar to taste ",4,19,[' Heat the ghee (clarified butter) on medium level in a large heavy-bottomed vessel for about 2 minutes. Drop in the mustard seeds and let them crackle. Add the fenugreek seeds and fry till they become a shade darker. Now add the split black gram. Stir fry on medium / low heat for 2 minutes till the grams are dark brown in color. Add the rice water sugar and salt. Mix well. Bring to boil on high heat. Reduce heat and cook covered on low level for 1 5 minutes or till the rice is fully cooked. Mix in the fresh grated coconut just before serving. NOTE: If you are using desiccated coconut shavings add them along with the rice in step 3. ']
Sprouted Field Beans Pulav(Vaal ni Dal no Pulav), An interesting combination of rice and sprouted field beans (called Surti Vaal Dal in Gujarat) makes a meal by itself packed with nutrition. ,Gujarati,"8 cups cooked rice , 2 cups sprouted field beans (surti vaal dal) , 1 teaspoons cumin seeds , ½ teaspoons each of asafoetida and turmeric powder , 2 cloves , 1stick cinnamon , 2 green chilli(es) chopped , 1 teaspoons red chilli powder or to taste , 4 tablespoons oil , salt to taste, grated fresh coconut (optional) and chopped coriander leaves to garnish ",4,20,[' Drop the sprouted field beans in boiling water. Cook for 8 minutes or till they are fully cooked. Keep aside. Heat the oil in a heavy - bottomed vessel till it is very hot. Add the cumin seeds and let them splutter. Now add the cloves cinnamon green chilli(es) red chilli powder asafoetida and turmeric powder. Stir fry on medium / low level for about 2 minutes. Now add the rice the cooked sprouted field beans and salt. Mix well. Cover and keep on low heat for about 10 minutes. Garnish with grated coconut (optional) and chopped coriander leaves. Serve hot immediately with: Eggplant and Potato Curry (Vagan Bateta nu Shak) or any other curries of your choice. ']
Yellow Gram Rice(Mag ni Dal ni Khichdi), An all-time nutritious meal by itself that is very commonly known as  Khichdi in India with this one being a Gujarati speciality. ,Gujarati,"1 cups split yellow gram (yellow moong dal) , 1 cups rice , 1 teaspoons cumin seeds , ½ teaspoons each of asafoetida and turmeric powder , 1 piece ginger finely chopped , 1 stick cinnamon , 2 green chilli(es) chopped , 8 whole black peppercorns , 2 tablespoons ghee (clarified butter) , 5 cups water , salt to taste ",4,42,[' Wash and soak the split yellow gram and rice together for 1 5 minutes. Drain. Heat the water in a vessel till very hot. Keep aside. Heat the ghee (clarified butter) in a large heavy bottomed vessel till it is very hot. Add the cumin seeds and let them splutter. Now add the chopped ginger green chilli(es) cinnamon peppercorns asafoetida and turmeric powder. Stir fry on medium / low level for about 2 minutes. Now add the split yellow gram rice and salt. Mix well. Add the hot water to this and bring to a boil. Cover and keep on low heat for 2 5 minutes or till the mixture is slightly mushy. NOTE: Khichdi is traditionally cooked in a pressure cooker which is much faster. If you happen to have one in the last step after adding all the ingredients cover and bring to maximum pressure on high heat. Pressure cook on high heat for 4 whistles. Put off the flame and set aside till all the steam escapes. ']
Rice with Dried Mushrooms(Kanegach Pulav), A rare combination of rice and dried mushrooms (also called Kanegach in  Kashmir) found in Kashmiri kitchens. ,Kashmiri,"2 cups long grain rice (called Basmati rice in India) washed , 4 cups water , 2 cups dried mushrooms (kanegach) soaked in water for some time , 1 teaspoons cumin seeds , 4 medium onions chopped , 4 cloves , 2 green chilli(es) chopped , 2 bay leaves ",4,54,[' Soak the washed rice in the water for about 30 minutes. Soak the dried mushrooms also separately in some water for the same amount of time as the rice. Drain the mushrooms and pat dry. Heat butter / ghee (clarified butter) in a large heavy bottomed vessel and fry the mushrooms on medium heat till they slightly change color. Drain and keep aside. In the same hot pan add the cumin seeds and let them splutter. Now add the cloves cinnamon and bay leaves. Fry briefly. Add the chopped green chilli(es) turmeric powder grated ginger and chopped onions. Saute on medium / low heat for about 4 minutes or till the onions are light brown in color. Add the rice along with the water in which it was soaked fried mushrooms and salt. Mix well. Bring to boil on high heat. Keep on low flame for 20 minutes or till the rice is cooked. Garnish with saffron. ']
Yoghurt Rice(Dahi Bhath)," The humble yoghurt rice is a cooling recipe to beat the summer heat!. Tempered with spices and had in combination with lime pickle, the south Indians swear by this simple meal.",Vegetarian,"2 cups uncooked rice , 1 cups fresh yoghurt beaten well , 1 cups milk , 2 tablespoons butter (optional) , ½ teaspoons mustard seeds , ½ teaspoons each of split black gram and split bengal gram (optional) , 2 green chilli(es) finely chopped , 1 piece ginger grated , 1 teaspoons asafoetida powder , 1 sprig curry leaves , 2 tablespoons chopped fresh coriander , 1 medium onion finely chopped , 2 tablespoons oil , salt to taste ",4,22,[' Cook the rice a little longer than usual for about 20 minutes or till it is of a soft consistency. When the rice is yet hot mix in the butter (optional) yoghurt milk and salt one by one. Adjust the consistency by adding or reducing the yoghurt / milk as desired. Heat the oil on medium level in a pan till hot and splutter the mustard seeds. Add the split grams (optional) asafoetida curry leaves ginger green chillies and fry for about two minutes or till the grams are are lightly browned and aromatic. Pour this tempering on the yoghurt rice and mix in the chopped onions and coriander leaves. ']
Raw Mango Rice(Mangai Anna)," A wholesome, tangy speciality from the south of India. Try it also with left-over rice for an interesting and refreshing change.",Vegetarian,"2 cups uncooked rice , ½ cups peeled and chopped raw mango , 1 cups grated coconut , ½ teaspoons mustard seeds , ½ teaspoons each of asafoetida and turmeric powder , 4 whole dry red chilli(es) , ½ teaspoons each of split black gram and split bengal gram (optional) , 1 tablespoons peanuts , 1 sprig curry leaves , 2 tablespoons ghee (clarified butter) / butter / oil , salt to taste ",4,17,[' Cook the rice as usual for about 1 5 minutes or till it is cooked but firm. Spread it on a plate to cool. Grind together the raw mango coconut mustard seeds half the red chillies asafoetida and turmeric powders to a fine paste with water (as required). Heat the ghee / butter / oil on medium level in a pan till hot. Fry the split grams peanuts and remaining red chillies for about two minutes or till the grams are are lightly browned and aromatic. Drop in the curry leaves. Mix in the raw mango paste and put off the heat. Add the cooked rice salt and mix well. ']
Potatoes in Yoghurt(Aloo Raita),Potatoes (also called Aloo in India) seasoned with spices in yoghurt give this cool dish.,Vegetarian,"4 medium potatoes , 2 teacups yoghurt lightly beaten , 1 teaspoons each of red chilli and cumin seed powders , 4 cups water , 1 teaspoons lemon juice , salt, pepper and sugar to taste fresh coriander or parsley to garnish ",4,15,[' Boil the potatoes with water on medium heat for about 1 5 minutes or till done. Cool. Peel and cut into cubes. Now add the potatoes half of the red chilli and cumin seed powders salt sugar pepper and lemon juice to the lightly beaten yoghurt. Mix well. Decorate on top with the remaining red chilli and cumin seed powders. Garnish with finely chopped fresh coriander / parsley. ']
Tomatoes in Yoghurt(Tamatar ka Raita),Tomatoes (also called Tamatar in India) tempered with mustard seeds and combined with yoghurt give this refreshing dish.,Vegetarian,"4 large tomatoes finely chopped , 4 cups yoghurt lightly beaten , 1 teaspoons of mustard seeds , 1 tablespoons oil , 4 green chillies chopped , salt and pepper to taste. ",4,4,[' Season the lightly beaten yoghurt with salt and pepper. Heat the oil on high flame till hot. Drop in the mustard seeds and let them splutter. Now to this add the tomatoes green chillies and mix well. Fry on high heat for 4 minutes or till the fat separates from the sides of the pan. Cool. Pour this mixture over the seasoned yoghurt and mix lightly. ']
Cucumber in Yoghurt(Kheere ka Raita),Cucumber (also called Kheera in India) combined with well-chilled yoghurt is very cooling on a hot day.,Vegetarian,"2 teacups cucumber finely chopped or grated , 4 teacups yoghurt lightly beaten , 2 teaspoons of cumin powder , 1 tablespoons finely chopped coriander leaves , 1 small onions very finely chopped , 2 green chilli(es) finely chopped or crushed with , salt and sugar to taste. ",4,10,[' Season the lightly beaten curds with salt and sugar. Sprinkle salt over the grated / chopped cucumber and keep aside for about 10 minutes. Now gently squeeze the water out from the cucumber. Then mix the cucumber into the yoghurt along with the chopped onions coriander leaves and green chilli(es). Keep refrigerated till needed. Just before serving sprinkle cumin powder all over the raita. ']
Gram Flour Gravy(Gujarati Kadhi), An aromatic Gujarati yoghurt-based gravy thickened with bengal gram flour (also called Besan in Gujarat) and simmered to perfection. ,Gujarati,"2 tablespoons bengal gram flour (besan) , 2 cups yoghurt, preferably sour , 4 cups water , 2 teaspoons grated ginger , 2 green chilli(es) slit or chopped fine , 2 teaspoons sugar or to taste , 1 teaspoons each of mustard seeds and cumin seeds ",4,11,[' Mix the yoghurt gram flour and water in a vessel beating well so that no lumps are formed. Add the grated ginger slit / chopped green chilli(es) curry leaves sugar and salt. Keep on low flame for 5 minutes or till the mixture comes to a boil. Keep simmering. For the tempering heat the ghee (clarified butter) in a pan for 2 minutes. Add the mustard seeds and the cumin seeds. Let them crackle. Now add the asafoetida the red chilli bits turmeric powder and fry on low heat for a few seconds. Add the tempering to the gram flour gravy and stir occasionally whilst simmering on very low heat for 4 minutes. Garnish with finely chopped coriander leaves before serving. ']
Spinach in Yoghurt(Palak Raita),This one for spinach lovers looks good and tastes good too. ,Vegetarian,"2 cups spinach leaves , 3 cups yoghurt lightly beaten , 2 small green chilli(es) chopped , 1 teaspoons cumin seeds , ½ teaspoons asafoetida , 1 teaspoons red chilli powder , 1 tablespoons ghee (clarified butter) / oil , salt to taste ",4,7,[' Wash the spinach leaves well. Cook with a little water for 5 minutes till the leaves are tender. Cool and puree in a blender along with the chopped green chilli(es). In a bowl mix well the yoghurt salt and the spinach puree. For the tempering heat the ghee (clarified butter) / oil in a pan for 2 minutes. Add the cumin seeds. Let them splutter. Now add the asafoetida and red chilli powder. Fry on low heat for a few seconds. Add the tempering to the yoghurt and spinach mixture. Mix well. Keep refrigerated. ']
Fried Okra in Yoghurt(Bhindi Dahi),A very different raita that feels more like a mild curry with fried okra (also called Bhindi in India).  ,Vegetarian,"2 cups chopped okra (lady finger) , 4 cups yoghurt lightly beaten , 2 green chilli(es) chopped and crushed with , salt , 1 teaspoons mustard seeds , ½ teaspoons each of asafoetida and turmeric powder , 1 tablespoons oil , salt to taste oil for deep frying ",4,6,[' Combine the yoghurt crushed green chilli(es)and salt in a bowl. Mix well. Keep aside. Heat the oil for deep frying on a high flame till hot. Drop in the chopped okra and fry on medium heat for 4 minutes or till light brown in color. Drain and keep aside. For the tempering heat the oil in a pan for 2 minutes. Add the mustard seeds. Let them crackle. Now add the asafoetida and the turmeric powder. Fry on low heat for a few seconds. Add the tempering to the seasoned yoghurt. Mix well. Keep refrigerated. Add the fried okra pieces to the yoghurt just before serving. ']
Carrot Pudding(Gajar Halwa),Carrots (also called Gajar in India) prepared like this make a healthy sweet dish.,Vegetarian,"200 grams (about 8 oz.) carrots grated , 1 cupsmilk , 2 tablespoons condensed milk , 2 tablespoons fresh cream , 4 tablespoons fine sugar , 2 tablespoons ghee (clarified butter) a little cardamom powder, and chopped nuts (like almonds and raisins). ",4,19,[' Heat ghee (clarified butter) on medium level in a pan till hot. Add grated carrots and mix well. Fry the carrots for about 10 minutes or till they are cooked. Mix milk sugar and condensed milk (replace condensed milk with 4 tablespoons khoya if available). Add to carrots and keep on low heat uncovered for about 7 minutes stirring periodically. Dot with fresh cream. Sprinkle cardamom powder and chopped nuts. Keep on low heat for about 2 minutes. ']
Semolina Pudding(Rava Sheera),A tasty sweet dish from South India with Semolina (also called Rava in India).,Vegetarian,"2 cups (about 8 oz.) semolina (or cream of wheat) , 2 cups milk , 10 tablespoons sugar , 5 tablespoons ghee (clarified butter) , 3 cups water a little cardamom powder, chopped nuts (like cashewnuts and almonds) and raisins ",4,12,[' Mix the milk sugar and water in a vessel. Bring to boil and keep on medium / low heat uncovered for 2 minutes stirring periodically. Keep aside Heat ghee (clarified butter) in a pan on medium level till it is hot. Add semolina. Stir well and fry on low heat for 7 minutes or till the semolina is lightly roasted. Now add the milk mixture. Stir well. Keep on low heat for about 3 minutes stirring periodically (after every minute) till the mixture is dry. Sprinkle cardamom powder chopped nuts and raisins. ']
Cashewnut and Gram Pudding(Madganey),Cashewnuts and Gram cooked in coconut milk with jaggery make this a dessert for a very special occasion.,Konkani,"1 cups split bengal gram (chana dal) , 1 cups split cashewnuts soaked in water overnight , 2 cups sugar or jaggery to taste , 2 cups coconut milk (canned unsweetened coconut milk is available in Asian markets) , 1 tablespoons fine rice powder , 1 teaspoons cardamom powder ",4,43,[' Dissolve the rice powder in half of the coconut milk and stir so that no lumps are formed. Keep aside. Discard the water in which the cashewnuts were soaked and cook them in enough water for 20 minutes or till they are half-done. Now add the washed gram and cook on medium / low heat for 1 5 minutes or till soft . Add the rice powder dissolved in coconut milk sugar or jaggery and the remaining coconut milk. Stir well. Keep on low heat for about 8 minutes till the mixture comes to a boil. Remove from heat and sprinkle cardamom powder on top. ']
Creamy Rice Flour Pudding(Phirni),"A smooth, creamy and mouth-watering pudding very popular in North India.",Vegetarian,"4 cups milk , 2 tablespoons rice preferably long - grained (called Basmati in India) , 6 tablespoons sugar or to taste , 4 cardamoms powdered , 1 tablespoons almonds blanched and sliced , 1 tablespoons pistachios and cashewnuts sliced a few strands of saffron soaked in a little milk. ",4,46,[' Wash the rice and soak it in a little water for about 30 minutes. Grind the rice with just enough water in which it was soaked to make a fine paste. Keep aside. Pour the milk in a vessel and bring it to a boil on medium heat. Let it simmer. Meanwhile take a little of this hot milk in a bowl add the rice paste and dilute it to a very thin consistency. Add this to the simmering milk and mix stirring continuously. Cook on low heat for 1 2 minutes or till the milk has thickened . Add sugar and stir well. Keep on low heat for about 4 minutes. Remove from heat. Add the saffron and sprinkle cardamom powder on top. Garnish with sliced almonds pistachios and cashewnuts. ']
Sweet Saffron Rice,"Rice cooked with exotic saffron, cloves and cardamoms. A good variation for a dessert. ",Vegetarian,"1 tablespoons clarified butter (ghee) , 4 cloves , 4 green cardamoms lightly crushed with the skin , 2 cups long-grained rice , 4 cups water , ½ teaspoons saffron strands , 1 cups sugar ",4,16,[' Heat the clarified butter (ghee) in a heavy-bottomed pan. Fry the cloves and cardamoms briefly. Add the rice and coat well with the clarified butter. Add the water and saffron strands. Mix well. Cook on low heat for about 8 minutes or till the rice is half-cooked. Mix in the sugar and cook on low heat for about 8 minutes or till the rice is fully cooked and tender. ']
